2,200
2,200.2
2,200.39999999999998
2,200.59999999999997
2,200.79999999999995
2,200.99999999999994
2,201.19999999999993
2,201.39999999999992
2,201.5999999999999
2,201.7999999999999
2,201.9999999999999
3,200.19999999999987
3,200.49999999999986
3,200.79999999999984
3,201.09999999999982
3,201.3999999999998
3,201.6999999999998
3,201.99999999999977
3,202.29999999999976
3,202.59999999999974
3,202.89999999999972
4,201.1999999999997
5,199.59999999999968
5,200.09999999999965
5,200.59999999999962
5,201.0999999999996
5,201.59999999999957
5,202.09999999999954
5,202.5999999999995
5,203.09999999999948
5,203.59999999999945
6,202.09999999999943
8,198.6999999999994
9,197.49999999999935
9,198.3999999999993
9,199.29999999999924
9,200.1999999999992
9,201.09999999999914
9,201.9999999999991
9,202.89999999999904
9,203.799999999999
10,202.69999999999894
13,197.69999999999888
16,192.9999999999988
17,192.59999999999872
17,194.29999999999862
17,195.99999999999852
17,197.69999999999843
17,199.39999999999833
17,201.09999999999823
17,202.79999999999814
18,202.49999999999804
22,196.29999999999794
28,186.4999999999978
32,181.29999999999765
33,182.49999999999747
33,185.79999999999728
33,189.0999999999971
33,192.3999999999969
33,195.69999999999672
33,198.99999999999653
34,200.29999999999634
39,193.69999999999615
49,177.59999999999593
59,162.49999999999565
64,158.39999999999532
65,162.79999999999495
65,169.29999999999458
65,175.7999999999942
65,182.29999999999384
65,188.79999999999347
66,193.2999999999931
72,187.89999999999273
87,165.09999999999232
107,133.79999999999183
122,114.49999999999122
128,114.69999999999052
129,125.4999999999898
129,138.39999999998906
129,151.29999999998833
129,164.1999999999876
130,175.09999999998686
137,174.09999999998612
158,145.79999999998535
193,91.59999999998445
228,40.89999999998445
249,21.69999999998465
256,32.599999999984945
257,56.19999999998531
257,81.8999999999844
257,107.59999999998294
258,131.29999999998148
266,141.09999999998
294,111.6999999999785
294,141.09999999997683
294,170.49999999997516
294,199.8999999999735
294,229.29999999997182
409,0.19999999997176587
409,0.19999999997176587
409,0.19999999997176587
409,0.19999999997176587
409,0.19999999997176587
409,0.19999999997176587
266,0.19999999997176587
133,0.19999999997176587
66,0.19999999997176587
33,0.19999999997176587
16,0.19999999997176587
8,0.19999999997176587
4,0.19999999997176587
2,0.19999999997176587
